Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
2013,66372,Diesel,Automatic,First,11.18,2696,184,7,10.5
2013,73525,Diesel,Automatic,First,16.46,2993,258,5,34.54
2018,20689,Petrol,Manual,First,18.9,1197,81.86,5,6.07
2018,25093,Petrol,Manual,First,21.4,1197,83.1,5,7.76
2016,49176,Diesel,Manual,First,11.68,2498,112,8,7.46
2012,87510,Diesel,Manual,First,21.8,1461,78,5,3.49
2012,38214,Petrol,Manual,Second,18.5,1197,80,5,4.05
2013,48986,Diesel,Manual,First,10.5,2835,107.2,6,11.88
2011,88000,Petrol,Automatic,First,14.53,1794,138.1,5,6.45
2015,69002,Diesel,Automatic,First,15.97,2993,258,5,50
2011,43706,Petrol,Automatic,First,10.9,2497,215,5,9
2016,58671,Diesel,Automatic,First,17.01,1582,126.2,5,14.25
2017,49404,Diesel,Manual,First,18.49,1493,100,7,7.36
2010,72000,Diesel,Manual,First,12.05,2179,120,8,4.4
2016,24000,Petrol,Manual,First,25.17,799,53.3,5,3.1
2017,53285,Petrol,Automatic,First,22.5,999,67,5,4.28
2017,12000,Petrol,Manual,First,16.1,1197,85,5,5.5
2012,45000,Diesel,Automatic,First,17,1896,105,5,6.99
2018,26234,Petrol,Manual,First,24.7,796,47.3,5,4.29
2014,55000,Petrol,Manual,First,18.6,1197,85.8,5,4.2
2012,90000,Diesel,Manual,First,23,1396,90,5,4.11
2015,48000,Diesel,Automatic,First,15.73,1968,174.33,5,18.75
2017,19863,Diesel,Automatic,First,11.57,2987,254.79,5,64.95
2010,55000,Petrol,Manual,Second,19.81,1086,68.05,5,1.59
2016,4800,Petrol,Manual,First,20.51,998,67.04,5,3.6
2017,38607,Petrol,Manual,Second,17.8,1497,117.3,5,7.87
2018,3958,Petrol,Manual,First,18.9,1197,81.86,5,5.55
2014,74000,Diesel,Manual,Second,25.1,1498,98.6,5,6.4
2009,54540,Petrol,Manual,Third,17.5,1298,85.8,5,2.65
2015,58400,Petrol,Manual,First,17.5,1298,85.8,5,5.5
2013,73648,Diesel,Manual,First,15.1,2179,140,7,7.31
2016,83000,Diesel,Manual,First,28.09,1248,88.5,5,7.1
2016,16159,Diesel,Manual,First,22.32,1582,126.32,5,7.83
2005,150000,Diesel,Manual,First,13.1,1493,82,5,0.85
2014,22100,Petrol,Manual,First,19.4,1198,86.8,5,3.55
2017,35043,Petrol,Manual,First,17.19,1197,81.86,5,8.19
2018,24000,Diesel,Automatic,First,18.88,1995,184,5,28
2015,480000,Diesel,Automatic,First,16.96,1968,138.03,5,13
2011,70000,Petrol,Manual,Second,15.26,1598,103.5,5,3.29
2015,13769,Petrol,Manual,Second,16.1,1197,85,5,4.41
2013,58000,Diesel,Manual,First,19.01,1461,108.45,5,4.99
2009,58000,Diesel,Automatic,First,18.56,1995,190,5,17.98
2018,18705,Diesel,Manual,First,20.5,1248,91.72,5,7.71
2013,32378,Petrol,Manual,First,20.51,998,67.04,5,2.8
2013,45000,Diesel,Manual,First,22.1,1248,76.9,5,3
2015,36836,Diesel,Manual,First,15.1,2179,140,7,12.49
2016,54199,Diesel,Manual,First,23,1248,88.8,5,5
2017,36935,Diesel,Automatic,First,18.56,1995,190,5,32.64
2015,23000,Diesel,Manual,First,25.2,1248,74,5,6.5
2015,14000,Diesel,Automatic,First,18.12,1995,190,5,35
2015,100073,Diesel,Manual,Second,25,1396,69.01,5,2
2015,59182,Diesel,Manual,First,15.1,2179,140,7,9.46
2016,72132,Diesel,Automatic,Second,12.07,2967,241.4,7,39
2009,79000,Diesel,Automatic,First,18.48,1995,177,5,15
2013,66930,Petrol,Manual,First,17.1,1591,121.3,5,6.15
2015,100000,Diesel,Automatic,Second,13.01,2199,194.3,7,14.5
2012,43000,Petrol,Manual,First,,,,,3.25
2018,27413,Petrol,Automatic,First,20.51,998,67,5,5.18
2007,90000,Petrol,Manual,Second,17.3,1061,64,5,1.24
2013,40300,Petrol,Manual,First,18.5,1197,82.85,5,2.8
2011,73783,Petrol,Automatic,Second,13.7,1798,157.75,5,5.23
2005,86000,Petrol,Manual,Second,15.3,1341,83,5,0.45
2014,65694,Petrol,Manual,First,18.9,998,67.1,5,3.25
2015,23000,Petrol,Manual,First,16.8,796,34.2,5,1.5
2012,51000,Petrol,Manual,First,20.36,1197,78.9,5,2.85
2018,18335,Petrol,Manual,First,21.7,999,67,5,4.5
2014,36000,Diesel,Automatic,First,15,2147,107.3,5,16.25
2017,25000,Petrol,Automatic,First,17.21,1197,103.5,5,7.75
2007,81000,Diesel,Manual,Third,12.05,2179,120,8,4.35
2019,21719,Diesel,Automatic,First,12.9,2755,174.5,7,33.13
2013,75421,Diesel,Manual,First,25.44,936,56.3,5,3.63
2010,80000,Diesel,Manual,First,12.8,2494,102,8,4.75
2018,10671,Petrol,Manual,First,20.85,1197,83.14,5,6.51
2018,4126,Petrol,Manual,First,21.7,999,67,5,4.8
2017,98500,Diesel,Manual,First,22.95,1248,74,5,6
2016,61578,Petrol,Manual,First,18.9,1197,82,5,6.4
2014,54000,Diesel,Manual,First,20.34,1498,103.2,5,4.9
2013,70998,Diesel,Automatic,First,17.68,1968,174.33,5,20.57
2015,40082,Diesel,Manual,First,19.3,1248,73.9,5,4.76
2012,50619,Petrol,Manual,First,18,995,62,5,2
2009,103905,Diesel,Automatic,First,22.69,1995,190,5,9.92
2018,15334,Petrol,Manual,First,21.1,814,55.2,5,3.69
2013,69000,Diesel,Manual,First,23.4,1248,74,5,5.75
2014,75160,Diesel,Manual,First,20.14,1498,88.5,5,5.7
2014,44753,Petrol,Manual,First,18,1198,86.7,5,4.94
2012,53024,Petrol,Automatic,First,14.4,1598,103.6,5,4.29
2014,23840,Petrol,Manual,First,20.51,998,67.04,5,3
2014,81298,Diesel,Manual,First,20.14,1498,88.8,5,6.5
2015,59000,Petrol,Manual,Second,16.47,1198,73.9,5,4.9
2016,51806,Diesel,Manual,First,25.8,1498,98.6,5,5.4
2014,56000,Diesel,Automatic,First,18.53,1968,187.74,5,24
2019,29279,Diesel,Manual,First,24.7,1047,69,5,7.46
2017,33550,Diesel,Automatic,First,21.5,1498,108.5,5,9.6
2014,62000,Diesel,Automatic,First,18.53,1968,187.74,5,25
2014,66000,Diesel,Manual,First,19.01,1461,108.5,5,6.8
2016,46630,Diesel,Automatic,First,21.66,1498,103.52,5,8.59
2016,72566,Diesel,Manual,First,25.83,1498,99,5,5.29
2011,51482,Diesel,Manual,First,15.42,1405,70,8,2.5
2011,90000,Diesel,Automatic,First,14.84,2143,167.62,5,13.9
2014,69000,Diesel,Manual,Second,13,2982,168.5,7,20
2011,90000,Petrol,Manual,Second,17,1497,118,5,3.4
2015,39000,Petrol,Manual,First,18.6,1197,81.83,5,5.5
2012,110000,Diesel,Manual,Second,20.54,1598,103.6,5,3.65
2011,68022,Diesel,Manual,First,13.1,2499,141,7,5.86
2018,27852,Petrol,Automatic,First,14.8,1497,121.36,5,10.44
2013,58291,Diesel,Manual,First,17.8,1248, ,5,5
2011,68439,Diesel,Manual,First,23,1396,90,5,3.37
2011,150000,Diesel,Manual,First,12.99,2494,100.6,8,6.95
2018,14000,Diesel,Manual,First,21.5,1497,108.5,5,9.9
2012,71558,Diesel,Manual,First,20,1399,68.05,5,3.3
2013,48000,Diesel,Automatic,Second,17.85,2967,300,4,50.5
2015,65800,Diesel,Automatic,First,17.01,1582,126.2,5,12.5
2014,53000,Diesel,Automatic,First,16.55,1968,140,5,20.5
2017,14600,Diesel,Manual,First,16,2179,140,7,14.5
2017,34429,Diesel,Automatic,First,13.8,2999,174.57,7,20
2014,52000,Diesel,Manual,First,23.4,1248,74,5,5.25
2015,25470,Petrol,Manual,First,20.73,1373,91.1,5,5.9
2013,22000,Petrol,Manual,First,21.1,814,55.2,5,2.6
2007,75000,Diesel,Automatic,First,11,2987,198.5,5,11
2011,95995,Diesel,Automatic,First,18.48,1995,177,5,15.5
2017,26877,Diesel,Manual,First,24,1186,73.97,5,5.75
2015,26000,Diesel,Automatic,First,14.47,2993,301.73,5,75
2007,140000,Diesel,Manual,Second,17.8,1248,75,5,2
2008,95291,Petrol,Manual,First,17.92,1086,62.1,5,2.3
2009,135000,Diesel,Manual,Second,12.8,2494,102,8,8.2
2015,32000,Petrol,Manual,First,18.6,1197,81.83,5,4.8
2008,68333,Diesel,Automatic,Second,11,2987,198.5,5,8.5
2011,72000,Diesel,Manual,First,20,1399,68,5,2.9
2012,52100,Diesel,Manual,First,21.43,1364,86.79,5,6.5
2018,10000,Petrol,Manual,First,18.9,1197,81.86,5,5.85
2019,6261,Diesel,Manual,First,16.3,1956,170,5,23.91
2019,3906,Petrol,Automatic,First,20.89,1197,81.8,5,7.36
2014,55960,Diesel,Manual,First,11.5,2982,171,7,17.25
2013,144000,Diesel,Manual,First,20.54,1598,103.6,5,7
2017,38000,Diesel,Manual,First,13.68,2393,147.8,7,17.65
2013,51000,Diesel,Manual,First,20,1399,68.1,5,2.5
2015,150000,Diesel,Manual,First,23.59,1364,67.05,5,6
2018,2500,Diesel,Manual,First,18.06,2523,63,7,8.25
2018,41661,Diesel,Automatic,First,12.7,2179,187.7,5,44.83
2011,64000,Diesel,Automatic,First,16.07,1995,181,5,10.5
2008,80000,Petrol,Manual,Second,13.2,1495,94,5,1.9
2016,30000,Petrol,Automatic,Second,23.1,998,67.04,5,4.25
2014,43000,Diesel,Automatic,Second,16.36,2179,187.7,5,26.5
2013,90000,Diesel,Automatic,Second,12.4,2698,179.5,5,22.5
2011,123880,Diesel,Manual,First,23.08,1461,63.1,5,3.3
2015,42000,Petrol,Manual,Second,18,1198,86.7,5,4.3
2012,79824,Diesel,Manual,First,19.87,1461,83.8,5,5.25
2015,75000,Diesel,Manual,First,12.99,2494,100.6,8,11.75
2014,72411,Petrol,Manual,First,18,1198,86.7,5,4.25
2012,63000,Diesel,Automatic,First,14.94,2143,204,5,14.22
2015,53713,Petrol,Manual,First,17.71,1197,78.9,5,4.2
2017,18000,Diesel,Automatic,First,11.36,2755,171.5,8,18.25
2013,51000,Diesel,Manual,First,15.8,2148,170,5,18.5
2008,86700,Petrol,Manual,Second,16.1,1298,88.2,5,2.4
2016,29000,Diesel,Manual,First,27.39,1248,74,5,6.5
2014,56000,,Manual,First,,1086,62.1,5,3.2
2015,33000,Petrol,Automatic,First,23.1,998,67.04,5,3.99
2014,64394,Diesel,Manual,First,22.7,1498,89.84,5,5.45
2010,76000,Diesel,Manual,First,18.8,1248,90,5,2.7
2016,48719,Diesel,Manual,First,27.3,1498,98.6,5,6.25
2016,59711,Diesel,Manual,First,15.1,2179,140,7,13.28
2012,83000,Diesel,Manual,First,23.08,1461,63.1,5,3.7
2018,10714,Diesel,Automatic,First,19.27,2143,167.62,5,39.51
2010,127510,Diesel,Manual,Second,19,1248,90,5,1.4
2014,35010,Diesel,Manual,First,22.9,1248,74,5,3.5
2012,75451,Petrol,Manual,First,17.5,1197,85.8,5,3.78
2015,83000,Diesel,Manual,First,19.09,1405,69.01,5,2.7
2013,38755,Diesel,Manual,First,25.8,1498,98.6,5,3.2
2016,30000,Petrol,Manual,First,20.4,1197,81.8,5,5
2012,40000,Diesel,Manual,First,20.77,1248,88.8,7,7
2014,19500,Petrol,Manual,Second,18.9,1197,82,5,2.85
2016,41000,Petrol,Manual,First,19.69,1198,67.04,5,4.25
2014,30000,Petrol,Manual,Second,18.9,1197,82,5,4.9
2017,37000,Diesel,Manual,First,17.1,1956,170,5,16.9
2014,62000,Diesel,Manual,Second,22.07,1199,73.9,5,4.25
2015,42023,Petrol,Automatic,First,15.5,1198,86.7,5,4.34
2012,51001,Diesel,Automatic,First,16.09,1995,184,5,17
2017,55389,Diesel,Automatic,First,18.88,1995,184,5,28.45
2014,46728,Petrol,Automatic,First,15.6,1497,116.3,5,6.15
2014,58995,Diesel,Manual,First,12.83,2696,162,7,9.25
2015,37857,Diesel,Manual,First,26.59,1248,74,5,4.85
2014,71000,Diesel,Manual,First,25.2,1248,74,5,4.8
2012,49024,Petrol,Manual,First,18.4,1198,86.8,5,2.3
2016,10770,Petrol,Manual,First,18.9,1197,82,5,4.75
2017,72000,Diesel,Manual,First,22.95,1248,74,5,5
2015,91000,Petrol,Manual,First,21.1,814,55.2,5,2.5
2017,14000,Petrol,Manual,First,18.6,1197,81.83,5,5.95
2014,48000,Diesel,Automatic,Second,9,1984,181,5,16
2014,75136,Diesel,Manual,First,22.7,1498,89.84,5,6.15
2014,32500,Petrol,Manual,Second,21.1,1197,85.8,5,4.05
2010,94500,Diesel,Manual,Second,21.9,1396,90,5,3.1
2013,34900,Petrol,Manual,First,22,1197,81.8,5,5.49
2010,42400,Petrol,Automatic,Third,8,4806,394.3,4,42.91
2015,50000,Diesel,Manual,First,17.8,1248,75,5,5.7
2014,35000,Petrol,Manual,First,19.4,1198,86.8,5,2.85
2012,37000,Petrol,Manual,Second,18.6,1199,79.4,5,2.35
2018,32807,Petrol,Automatic,First,13,1591,121.3,5,14.76
2008,119000,Petrol,Manual,Second,17.7,1497,78,5,2.25
2016,12000,Petrol,Manual,First,18.5,1197,85.8,5,3.65
2016,46727,Diesel,Manual,First,22.77,1498,98.59,5,7.25
2010,73336,Diesel,Automatic,First,13.2,1995,170,5,10.69
2014,9000,Petrol,Manual,Second,17.01,1591,121.3,5,5.5
2005,240000,Diesel,Manual,Fourth & Above,12.8,2494,102,8,5.1
2014,25422,Petrol,Manual,First,22.5,998,67.04,5,3.25
2018,14000,Diesel,Manual,First,25.47,1248,88.5,7,9.25
2008,66000,Petrol,Manual,First,19.7,796,46.3,5,1.7
2010,55324,Petrol,Manual,First,19,998,66.1,5,2.87
2009,90000,Diesel,Automatic,First,11,2993,235,5,17.75
2017,43000,Petrol,Manual,First,18.15,1198,82,5,4.5
2008,58483,Petrol,Automatic,Second,19.2,1197,80,5,2.95
2007,93000,Petrol,Automatic,Second,12.9,1799,130,5,2.6
2010,50000,Petrol,Manual,First,20.36,1197,78.9,5,3
2014,78616,Diesel,Automatic,Second,14.84,2143,170,5,15.5
2011,37000,Petrol,Manual,First,17.6,1496,88.73,5,2.8
2010,54801,Petrol,Manual,First,17,1497,118,5,2.5
2014,29000,Diesel,Manual,First,23.4,1248,74,5,5.75
2010,68000,Petrol,Manual,First,22,1197,81.8,5,2.8
2014,58000,Petrol,Manual,First,17.01,1591,121.3,5,4.59
2012,64290,Diesel,Manual,First,23.2,1248,73.94,5,3.65
2015,31000,Diesel,Manual,First,13,2982,168.5,7,19.85
2018,16039,Diesel,Manual,First,17.1,1956,170,5,18.5
2017,19860,Petrol,Manual,First,18.6,1197,81.83,5,6.95
2014,48500,,Manual,Second,,998,58.16,5,2.85
2012,75391,Diesel,Manual,First,13.93,2179,138,7,3.75
2008,78000,Diesel,Manual,Second,19.3,1248,73.9,5,2.3
2016,78000,Diesel,Manual,First,25,1396,69.01,5,2.3
2016,52000,Diesel,Manual,First,28.4,1248,74,5,5.95
2016,30000,Petrol,Automatic,First,23.1,998,67.04,5,3.49
2016,19254,Diesel,Automatic,First,14.69,2993,258,5,47.7
2015,29651,Petrol,Manual,First,16.47,1198,74,5,6.43
2011,80000,Diesel,Manual,First,13.93,2179,138.03,7,4.5
2018,2971,Petrol,Automatic,First,13.6,1598,181,4,39.75
2015,21400,Petrol,Manual,First,15.6,1196,70,5,4
2015,77000,Diesel,Manual,First,26,1498,98.6,5,6.98
2006,80000,Diesel,Manual,Second,12.6,1991,112,7,1.75
2013,81755,Diesel,Manual,First,20,1968,108.5,5,4.75
2016,99593,Diesel,Manual,First,11.5,2982,171,7,23.5
2014,39791,Diesel,Manual,First,22.32,1582,126.32,5,7.49
2015,113000,Diesel,Manual,First,15.1,2179,140,7,10.85
2017,24000,Petrol,Manual,First,25.17,799,53.3,5,3.5
2015,39000,Petrol,Manual,Second,18.6,1197,81.83,5,6.3
2012,37000,Petrol,Automatic,First,15.6,1497,116.3,5,6.75
2017,61108,Diesel,Automatic,First,10.91,3198,197,7,28.88
2016,61648,Petrol,Automatic,First,13.7,1798,157.75,5,14.23
2012,37000,Diesel,Automatic,Third,22.69,1995,190,5,15
2013,53000,,Manual,First,,1373,80.9,7,5.8
2013,65000,Diesel,Manual,First,23.2,1248,73.94,5,3.75
2005,120000,Petrol,Manual,First,,1086, ,5,1.15
2011,148009,Diesel,Manual,Second,11.5,2982,171,7,12.75
2009,53001,Petrol,Manual,First,16.1,1298,88.2,5,1.95
2018,22345,Petrol,Manual,First,20.3,1199,84,5,4.95
2015,50000,Petrol,Automatic,First,18,1497,117.3,5,8.25
2013,48183,Diesel,Automatic,First,13.2,1995,170,5,20.99
2010,93000,Diesel,Automatic,Second,14.21,2143,203,5,17.5
2015,53500,Diesel,Manual,First,28.4,1248,74,5,5.36
2014,17585,Petrol,Manual,First,16.02,1373,93.7,7,6.35
2011,36226,Petrol,Manual,First,17.01,1591,121.3,5,2.95
2019,25899,Diesel,Automatic,First,12.63,2179,147.5,5,55.7
2009,60170,Petrol,Manual,First,,1086,62,5,1.15
2017,11200,Diesel,Automatic,First,19.27,2143,167.62,5,37.5
2017,49045,Petrol,Manual,First,20.36,1197,78.9,5,4.07
2012,45000,Diesel,Manual,First,22.07,1199,73.9,5,2.99
2017,40000,Diesel,Manual,First,24.3,1248,88.5,5,7.9
2016,36600,Diesel,Manual,First,19.87,1461,83.8,5,7.49
2009,117000,Diesel,Manual,First,18,1248,75,5,1.1
2016,16000,Diesel,Automatic,First,11.3,2987,254.8,7,56
2016,50000,Diesel,Manual,First,25.4,1186,73.97,5,3.5
2008,150000,Diesel,Manual,First,18.1,1493,110,5,3
2014,11000,Petrol,Manual,First,17.01,1591,121.3,5,6.1
2010,102016,Petrol,Manual,First,15.6,1196,70,5,2.25
2016,38000,Diesel,Manual,First,25.2,1248,74,5,5.95
2013,71491,Diesel,Manual,First,23.08,1461,63.12,5,4.95
2015,46354,Petrol,Manual,Second,16.47,1198,74,5,5.49
2019,87000,Diesel,Automatic,First,22.69,1995,190,5,6.67
2015,20765,Petrol,Manual,First,15,1598,103.52,5,6.25
2005,58000,Petrol,Manual,Second,,999, ,5,1.51
2014,51076,Diesel,Automatic,First,12.07,2967,241.4,7,34.88
2016,84085,Diesel,Manual,First,26.21,1248,88.5,5,6.9
2014,55000,Diesel,Manual,First,25.1,1498,98.6,5,5.99
2010,73000,Petrol,Automatic,First,10.93,3498,272,5,10.4
2012,50001,Diesel,Automatic,First,14.57,2967,241.38,5,29
2016,93166,Diesel,Manual,Second,14.02,2179,118.3,7,5.85
2006,99583,Petrol,Automatic,Third,12,1493,100,5,2.21
2010,72000,Petrol,Manual,First,15.5,1586,103.3,5,2.4
2009,70000,Petrol,Manual,Third,14.53,1798,138.1,5,3
2012,61000,Petrol,Automatic,Second,14.4,1598,103.6,5,3.75
2015,66510,Petrol,Manual,First,21.1,814,55.2,5,2.95
2011,84062,Diesel,Manual,First,20,1968,108.5,5,5.8
2012,80799,Diesel,Manual,First,22.9,1248,74,5,4.9
2018,5000,Petrol,Automatic,First,14.28,1798,138.03,5,16.95
2013,92000,Diesel,Manual,First,12.99,2494,100,8,12.5
2017,53000,Diesel,Manual,First,27.28,1047,69,5,5
2015,39822,Petrol,Manual,First,15.41,1598,103.52,5,4.68
2016,29000,Diesel,Automatic,First,10.91,3198,197,7,29.8
2017,24214,Petrol,Manual,Second,25.17,799,53.3,5,3.46
2012,75000,Diesel,Manual,First,23,1396,90,5,4
2012,77216,Diesel,Manual,Second,17.5,1896,106,5,4.5
2013,74290,Diesel,Manual,First,21.43,1364,87.2,5,5.87
2015,61000,Diesel,Manual,First,15.4,2179,120,8,9.5
2013,44000,Diesel,Automatic,First,14.16,1968,174.3,5,32.5
2014,74041,Diesel,Manual,First,18.2,1248,73.8,8,3.88
2013,85846,Diesel,Automatic,First,22.69,1995,190,5,13.08
2012,52000,Diesel,Manual,First,21.64,1461,84.8,5,3.5
2010,47000,Petrol,Manual,Second,12.8,2354,177.6,5,3.5
2010,72010,Diesel,Manual,First,16.8,1493,110,5,4.45
2015,15000,Petrol,Manual,First,16.8,796,34.2,8,2.35
2015,480000,Petrol,Manual,First,17.4,1497,117.3,5,5
2012,24720,Diesel,Automatic,Second,,2967,241.4,5,28
2007,75000,Petrol,Manual,Second,16.6,1388,68,5,2
2015,57000,Diesel,Manual,First,22.54,1396,88.73,5,6.35
2015,41057,Diesel,Automatic,First,13,2143,201.1,5,24.63
2012,92000,,Manual,Second,,998,58.2,5,3
2016,20000,Diesel,Manual,First,22.77,1498,98.59,5,7.9
2011,52359,Petrol,Manual,First,18.5,1197,80,5,3.25
2016,17000,Petrol,Manual,Second,17.8,1497,117.3,5,8.25
2011,39002,Diesel,Manual,First,23.08,1461,63.1,5,2.85
2010,129986,Diesel,Manual,Second,20,1399,68,5,3.2
2013,45000,Petrol,Manual,First,18.44,1198,75,5,1.75
2013,41300,Diesel,Manual,First,17.8,1248, ,5,3.38
2009,82002,Petrol,Manual,Second,12.8,2354,177.6,5,5.75
2010,67000,Petrol,Automatic,First,13.7,1798,157.75,5,4.7
2017,21260,Petrol,Manual,First,14,796,35,5,2.9
2012,55362,Diesel,Manual,First,21.9,1396,88.8,5,4.25
2017,13000,Diesel,Automatic,First,17.01,1582,126.2,5,14.5
2016,45725,Diesel,Manual,First,25.2,1248,74,5,5.34
2014,105000,Diesel,Manual,First,25.2,1248,74,5,3.85
2009,156056,Diesel,Manual,First,12.8,2494,102,8,8.5
2016,135000,Diesel,Manual,First,24.4,1120,71,5,4.2
2016,67000,Diesel,Manual,First,20.77,1248,88.7,7,6.75
2016,90000,Diesel,Automatic,First,10.91,3198,197.2,7,26
2019,32251,Diesel,Manual,First,22.54,1396,88.73,5,8.61
2009,47000,Petrol,Manual,First,19,998,67.1,5,1.46
2011,75308,Diesel,Manual,Second,21.1,1248,73.9,5,2.8
2018,44202,,Manual,First,,998,58.2,4,4
2014,58000,Petrol,Manual,First,17,1497,118,5,5.47
2009,60000,Petrol,Manual,First,17.5,1298,85.8,5,2.45
2014,45000,Diesel,Automatic,First,17.05,1995,184,5,21.5
2010,41195,Petrol,Manual,First,15,1368,90,5,1.38
2016,89000,Diesel,Manual,First,16,2179,140,7,13.5
2009,60510,Petrol,Automatic,Second,16.95,1197,78.9,5,3.1
2016,8500,Petrol,Manual,First,21.4,1197,83.1,5,5.49
2017,35981,Diesel,Manual,First,24.3,1248,88.5,5,9.51
2012,23152,Petrol,Manual,First,15.6,1196,72,5,2.39
2014,74663,,Manual,First,,998,67.04,5,3.25
2014,61529,Petrol,Automatic,First,18.19,1197,103.5,5,5.65
2010,91596,Diesel,Manual,First,14.95,2489,93.7,7,1.85
2019,14298,Petrol,Automatic,First,13.33,2995,340,5,2.02
2013,83327,Diesel,Manual,First,19.3,1248,73.9,5,5.8
2017,22857,Petrol,Manual,First,16.2,1199,74,5,6.9
2013,34620,Petrol,Manual,Second,17.01,1591,121.3,5,5.35
2010,56000,Petrol,Manual,First,19.81,1086,68.05,5,2.85
2014,81000,Diesel,Automatic,First,13,2143,204,5,22.75
1998,95150,Petrol,Manual,Third,17.3,993,60,5,0.45
2013,32776,Petrol,Manual,First,20.36,1197,78.9,5,4.64
2016,51587,Diesel,Manual,First,25.8,1498,98.6,5,5.27
2016,36000,Diesel,Manual,First,14.1,2179,148,7,10
2015,22000,Petrol,Manual,First,18.5,1198,86.8,5,3.95
2010,30754,Petrol,Manual,First,17,1197,80,5,3.38
2018,37109,Petrol,Manual,First,14.69,1390,120.33,5,16.8
2010,45000,Petrol,Manual,First,16.7,1198,88.8,5,1.99
2017,33284,Petrol,Manual,First,18.9,1197,82,5,5.84
2016,55115,Diesel,Automatic,First,14.74,2993,270.9,5,36.15
2014,18000,Diesel,Automatic,First,16.36,2179,187.7,5,25.7
2013,130790,Diesel,Manual,First,16,2179,140,7,9.24
2015,16607,Diesel,Manual,First,22.7,1598,118,5,7.65
2015,32205,Diesel,Automatic,First,17.11,1968,174.33,5,25.31
2013,67000,Diesel,Manual,First,19.01,1461,108.45,5,4.75
2014,57676,Petrol,Manual,First,19.1,1197,85.8,5,6.69
2012,41000,Petrol,Manual,First,16.47,1198,73.9,5,3.1
2012,65000,Petrol,Manual,First,19.7,796,35,8,1.55
2019,12153,Petrol,Automatic,First,18.9,1197,81.86,5,6.84
2014,16810,Petrol,Manual,First,25.4,624,37.5,4,1.6
2017,61221,Petrol,Automatic,First,17.84,1395,147.51,5,21.73
2015,22000,Petrol,Manual,First,16.47,1198,74,5,4.75
2015,63714,Petrol,Manual,First,22.74,796,47.3,5,2.45
2019,14857,Diesel,Automatic,First,20.7,1496,113.98,5,31.55
2012,69000,Diesel,Automatic,Second,15.2,1968,140.8,5,10.25
2019,14648,Diesel,Manual,First,12.62,2198,158,7,27.36
2013,100000,Petrol,Manual,Second,15.8,1499,110,5,6.5
2016,22000,Petrol,Manual,First,18.9,1197,82,5,4.25
2014,10000,Petrol,Manual,First,18.2,1199,82.4,5,5.5
2015,107000,Petrol,Manual,First,20.85,1197,83.14,5,4
2017,48198,Petrol,Manual,First,17.57,1193,88.7,5,4.65
2015,15000,Diesel,Automatic,First,19.27,2143,170,5,28.5
2014,80073,Diesel,Manual,First,17.3,1998,163.7,5,7.11
2013,85388,Diesel,Manual,First,21.1,1248,73.9,5,3.9
2017,14700,Petrol,Manual,First,18.9,1197,81.86,5,5.6
2012,150000,Diesel,Manual,Third,28.4,1248,73.75,5,2.25
2011,34994,Diesel,Manual,First,22.32,1582,126.32,5,3.9
2014,82536,Diesel,Automatic,First,14.74,2993,270.9,5,28.63
2013,82000,Petrol,Automatic,First,13.7,1798,157.75,5,7.25
2006,52000,Petrol,Manual,Second,18.9,998,67.1,5,2
2011,20000,Petrol,Manual,First,16.47,1198,73.9,5,3.5
2011,55000,Petrol,Manual,First,14.8,1799,130.2,5,5
2015,47001,,Manual,First,,1196,63,5,3.72
2014,52000,Petrol,Manual,First,22.5,998,67.04,5,3.45
2013,43284,Diesel,Manual,First,23.4,1248,74,5,4.5
2018,23875,Petrol,Automatic,First,13,1591,121.3,5,14.36
2016,51866,Petrol,Manual,First,18.9,1197,82,5,5.5
2013,69000,Diesel,Manual,First,23.08,1461,63.1,5,3
2017,62788,Petrol,Manual,First,18.9,1197,81.86,5,6.08
2013,150000,Diesel,Manual,First,20.54,1598,103.6,5,5
2015,47566,Diesel,Automatic,First,12.55,2982,168.5,7,20.25
2002,67000,Petrol,Manual,Third,,999, ,5,1.2
2018,20300,Diesel,Automatic,First,11.36,2755,171.5,7,18
2015,48300,Diesel,Automatic,First,20,2143,107.3,5,17.5
2013,30000,Petrol,Manual,First,21.1,814,55.2,5,2.1
2012,36000,Diesel,Manual,Second,22.7,1582,126.24,5,7.5
